index,id,mandate_m,usage,pred,score0,score1
2252,@1414936413104185347,1,train,1,-2.8326094,3.0866861
1211,@1481503699977445379,0,train,0,2.824286,-3.0079107
1665,@1484379463970291723,0,train,0,2.995046,-3.2062957
977,@1496674019692531718,0,train,0,3.0761333,-3.2535098
1120,@1451360297835446281,0,train,0,3.0185485,-3.1970668
2836,@1417907918981058562,0,train,0,2.9848576,-3.1917589
894,@1424316069796253697,0,train,0,3.0647106,-3.2708337
237,@1432194749776105476,0,train,0,3.0558808,-3.2435887
1964,@1483972814566690816,0,train,0,3.0245993,-3.173364
2932,@1410951619605315588,0,train,0,3.0532215,-3.2526796
3401,@1494086441923756036,0,train,0,2.944985,-3.172575
1562,@1436100253040660485,1,train,1,-2.6224084,2.886662
2949,@1425061047111720974,0,train,0,3.0763257,-3.2563825
200,@1488514789471096838,0,train,0,3.0459712,-3.1957543
3391,@1428006961723936769,0,train,0,3.0641134,-3.280151
1604,@1421183817465962503,0,train,0,3.082945,-3.277776
3450,@1466508741277372422,0,train,0,3.0446184,-3.226924
1806,@1424110458487836674,0,train,0,3.0483987,-3.2243898
579,@1465686195095019529,0,train,0,3.0662372,-3.2217085
1824,@1449727115037872128,0,train,0,3.0852072,-3.274378
2872,@1443242274729697280,0,train,0,3.0510812,-3.215698
432,@1426539350888681474,0,train,0,3.0474842,-3.232704
3045,@1476984618981199874,0,train,0,2.961268,-3.1292183
601,@1417883356411228173,0,train,0,3.0313432,-3.1757147
2377,@1486131326130565120,1,train,1,-2.8201265,3.062468
1538,@1415952205513859076,0,train,0,3.0580218,-3.2295125
674,@1438054797207347201,1,train,1,-2.809833,3.0647411
2178,@1418897316560392195,0,train,0,3.0518258,-3.256818
789,@1472498872400416770,1,train,1,-2.812559,3.0657825
2011,@1465329220847128580,0,train,0,3.0734303,-3.286927
650,@1433184344974188546,0,train,0,3.0291178,-3.2650735
880,@1443989649211408388,0,train,0,3.0595462,-3.2441895
1927,@1441159834032754693,0,train,0,2.9635491,-3.1454813
1443,@1442481536972984323,1,train,1,-2.8252842,3.0777884
1871,@1445201083337371651,0,train,0,3.0515509,-3.1906817
1385,@1434526275662667780,1,train,1,-2.8086169,3.0517418
785,@1457285474905739267,0,train,0,3.0685818,-3.2588856
2755,@1490556547545853955,1,train,1,-2.7661932,3.0128844
1579,@1428159380776624134,0,train,0,3.0565748,-3.2164094
639,@1473717346195943433,0,train,0,3.0873516,-3.2698371
2037,@1429902279361056768,0,train,0,3.0417624,-3.24779
2223,@1472847926049349633,0,train,0,3.0694692,-3.284463
1713,@1424713660413452291,0,train,0,3.0851033,-3.2505238
2235,@1429826357429772291,1,train,1,-2.8293517,3.0802863
1583,@1459220318086598656,0,train,0,3.0613673,-3.2301764
3368,@1421161024841990146,0,train,0,3.0662558,-3.2525086
1543,@1428162598696939520,1,train,1,-2.7633073,3.021116
1580,@1475732763374403585,1,train,1,-2.7715147,3.0332828
1358,@1470647669534380033,0,train,0,3.0670784,-3.2501006
515,@1413806657956716544,0,train,0,2.9457638,-3.0260813
1298,@1454988402869297152,1,train,1,-2.8441947,3.0648723
3126,@1437160013483679744,0,train,0,3.0714061,-3.2159133
1930,@1416487874606759937,0,train,0,3.0423756,-3.2039871
2469,@1492365365933977603,1,train,0,2.8504045,-2.9292486
1424,@1487084808056487936,1,train,1,-2.8145392,3.0090213
1919,@1410611657567457280,0,train,0,3.078688,-3.2711153
3073,@1422557605902303245,1,train,1,-2.738551,2.9439619
2437,@1414701117905178624,0,train,0,3.069543,-3.255698
434,@1460370395383705603,0,train,0,3.0690916,-3.2494724
1175,@1453373911312257026,0,train,0,3.0965922,-3.2824147
2108,@1423427952281149441,0,train,0,2.9739058,-3.1348095
292,@1411855338048004096,0,train,0,2.9901636,-3.185506
1228,@1450119714232020992,0,train,0,3.0522234,-3.2398474
824,@1426205157566521354,0,train,0,2.9159758,-3.0540702
2863,@1480645386075213827,0,train,0,2.6661136,-2.7667253
1513,@1466258143739097088,0,train,0,3.0459025,-3.243119
2988,@1412533990196613126,0,train,0,3.0695086,-3.2565362
2338,@1443085642494267393,1,train,1,-2.8352857,3.0750403
24,@1476378355016650754,0,train,0,2.9002059,-3.0244067
2482,@1424114455047200771,0,train,0,2.3705096,-2.3957708
2953,@1448059474028077056,0,train,0,3.043858,-3.1900074
2611,@1422985435110854668,0,train,0,3.0594387,-3.2659216
882,@1436999953889570817,0,train,0,3.0637128,-3.2386355
1016,@1417229019712561158,1,train,1,-2.7842453,2.9982083
1723,@1435357454792019969,0,train,0,3.0862887,-3.2921076
3074,@1414999297569996803,0,train,0,3.0650766,-3.2371957
2303,@1481744532953780227,1,train,1,-2.8245468,3.070693
1931,@1469168497267822600,0,train,0,3.0757139,-3.22143
3405,@1428878765568966658,0,train,0,3.0154269,-3.1897013
2506,@1457686411616862219,0,train,0,2.796114,-2.927858
3161,@1438964872025358337,0,train,0,3.0227773,-3.2131305
1515,@1481680817978068998,0,train,0,3.0647235,-3.241905
1879,@1414876078653460480,0,train,0,3.0481207,-3.2041109
3354,@1465754029041070084,0,train,0,2.9751194,-3.1543021
2465,@1459972675154198530,0,train,0,3.0594504,-3.2369995
1880,@1452638726891388935,1,train,1,-2.8276408,3.0786588
831,@1489330645671170049,0,train,0,3.062102,-3.2607062
2630,@1455608069086457856,1,train,1,-2.7908607,3.0767977
1784,@1425502272604229640,0,train,0,3.0623112,-3.2746756
2691,@1417699621799931906,0,train,0,2.9660237,-3.1368535
902,@1455920227900854278,0,train,0,3.0530207,-3.2496116
2470,@1447487236732334081,0,train,0,3.0588021,-3.2543104
964,@1470305090070212613,0,train,0,2.9446268,-3.0541127
1277,@1473145313363853317,0,train,0,3.0756624,-3.2609947
2329,@1461312407641346049,0,train,0,3.029859,-3.1456788
2038,@1417103171797897216,1,train,1,-2.803198,3.0461679
2727,@1412545791911096320,0,train,0,2.8923724,-3.0896595
3166,@1424651464845189124,1,train,1,-2.7245655,2.9717834
1329,@1419337244771602434,1,train,1,-2.8360817,3.0750244
2710,@1418115592079486977,1,train,1,-2.823992,3.0859954
1320,@1425990451744681994,0,train,0,3.068507,-3.2596529
234,@1488920687993503747,0,train,0,3.0887272,-3.2781403
1345,@1411419814896312323,0,train,0,3.079738,-3.2460778
2431,@1425340628062261249,0,train,0,2.998113,-3.1558683
1084,@1447603664047288328,1,train,1,-2.82575,3.0850782
2123,@1485939715333316612,0,train,0,3.0254586,-3.1741188
1653,@1467861907830972417,1,train,1,-2.784307,3.0296228
3374,@1436243626934341635,1,train,1,-2.8290098,3.082039
3069,@1445797045684645890,1,train,1,-2.7965581,3.0683653
2489,@1436446553183592475,0,train,0,3.0591779,-3.2107327
1997,@1428973567241334785,1,train,1,-2.825174,3.0806446
1730,@1473327284933304320,0,train,0,2.9633772,-3.1656787
1502,@1433805498105597963,1,train,1,-2.8096228,3.0565827
1728,@1414759564692660224,0,train,0,3.0541842,-3.185387
619,@1424459401260257286,0,train,0,3.0827873,-3.2530458
2126,@1458139890411978759,1,train,1,-2.8085716,3.0590522
958,@1464080208676343811,0,train,0,3.0506644,-3.2130759
2142,@1496302668528115722,1,train,1,-2.8215325,3.066646
2935,@1429912578734673922,0,train,0,3.073227,-3.2553585
2373,@1484796757771010050,0,train,0,2.891689,-3.0503135
2751,@1473575666440445955,0,train,0,3.0399706,-3.212783
2111,@1463123203937775620,0,train,0,3.0784268,-3.283271
2169,@1480910115452633088,0,train,0,2.9776032,-3.1826575
1764,@1446537717672775692,0,train,0,2.7515583,-2.8395743
2460,@1416431200197959681,0,train,0,3.056131,-3.2096097
2268,@1414290761219256326,0,train,0,3.096863,-3.2821364
1650,@1468390561782632450,0,train,0,3.0643864,-3.2227829
2970,@1458457292647636996,1,train,1,-2.8144352,3.062153
726,@1463521040869601287,0,train,0,3.081321,-3.2559035
1908,@1423845484632760320,0,train,0,3.020542,-3.1624134
1921,@1432767416904429572,1,train,1,-2.7904081,3.035487
2855,@1420791526209331202,0,train,0,3.078567,-3.275677
2019,@1443007990823485442,0,train,0,3.0664494,-3.23941
367,@1426067476039806977,0,train,0,3.0894196,-3.2742646
2633,@1419865809858351104,0,train,0,3.044728,-3.2185237
2547,@1436204181216546819,0,train,0,2.734215,-2.8798912
2098,@1470846105831473152,0,train,0,3.07354,-3.2718031
3086,@1426252714221080576,0,train,0,3.0866907,-3.2980163
526,@1492845020700758020,0,train,0,3.0657809,-3.2451475
1720,@1424174237011558407,0,train,0,3.0816147,-3.2569032
2944,@1421256778105425922,0,train,0,3.0666645,-3.2332358
3332,@1436670290143105024,0,train,0,2.585245,-2.6441696
3308,@1453648509257850881,0,train,0,3.084225,-3.2529647
3437,@1463590228120117249,1,train,1,-2.831539,3.0673583
1574,@1417942032006451207,1,train,1,-2.7366898,2.9581573
182,@1466330587409571844,0,train,0,2.9934678,-3.1793804
1379,@1416825184477073413,0,train,0,3.0516183,-3.224388
2314,@1428796407234777094,0,train,0,3.0650637,-3.2705681
975,@1415873540939649025,0,train,0,3.0746357,-3.245835
85,@1410760535143063560,0,train,0,3.0550964,-3.2219834
3312,@1454788468756918273,0,train,0,3.0466478,-3.2784543
514,@1436199714651791363,1,train,1,-2.7742217,3.0249386
391,@1483366303054409731,1,train,1,-2.8540123,3.0860195
3399,@1457036212263342084,0,train,0,3.0441825,-3.213021
2455,@1418145334438600709,0,train,0,3.0811715,-3.292557
2210,@1411701879055204363,0,train,0,3.065669,-3.2491376
2846,@1416912332521975814,0,train,0,3.0619545,-3.249791
3329,@1439183563300098057,0,train,0,3.0850358,-3.277691
2328,@1429333560826208258,0,train,0,3.0593975,-3.2254722
2433,@1430368845252816901,0,train,0,3.047838,-3.1988728
179,@1463843107787657220,0,train,0,3.0897107,-3.278063
1507,@1468070477784518657,1,train,1,-2.755483,2.9946022
2571,@1421182423862325248,1,train,1,-2.7453668,2.991332
545,@1465867526416617474,0,train,0,3.0766766,-3.265613
153,@1462123845909942272,0,train,0,3.0583622,-3.205157
2283,@1458111670304198661,0,train,0,3.0824099,-3.2521756
1614,@1419761135566393349,0,train,0,3.0727997,-3.2619274
848,@1464217016445906944,0,train,0,3.0849888,-3.2593744
1602,@1423389008030273543,0,train,0,3.0437171,-3.2017584
1547,@1462789950345080839,0,train,0,2.9747639,-3.1460993
1584,@1418775933524316160,0,train,0,3.032963,-3.200012
1985,@1483380638334005250,1,train,1,-2.8419878,3.0809646
2457,@1446210709050863617,0,train,0,3.0456674,-3.2300932
1003,@1481751136621187078,0,train,0,3.062443,-3.2140968
1110,@1452741143402254338,0,train,0,3.0533452,-3.2167609
1691,@1445599579479547905,0,train,0,2.7155745,-2.7587626
587,@1423381838438019076,0,train,0,3.0436552,-3.220116
42,@1443593549136674816,0,train,0,3.0311925,-3.228986
1047,@1429957501445869571,1,train,1,-2.816069,3.0626047
836,@1428474984888881155,0,train,0,3.0736556,-3.2718763
811,@1419142345111400453,0,train,0,3.0415387,-3.2172725
827,@1478204743541395456,1,train,1,-2.7914395,3.0378878
1837,@1432171893524631554,0,train,0,3.0243247,-3.2048085
2785,@1426991343503482886,0,train,0,3.0652375,-3.2623236
2263,@1422582358109265920,1,train,1,-2.8287644,3.072261
466,@1453591475829166087,0,train,0,2.2668715,-2.3952854
1162,@1494413895959670803,0,train,0,3.0275738,-3.2044764
2046,@1438593417513246725,0,train,0,2.9567318,-3.127703
1891,@1433543615159095296,1,train,1,-2.6500447,2.883681
2479,@1440447865948553225,0,train,0,3.0452743,-3.238218
1809,@1469399730887311364,0,train,0,3.0296073,-3.25089
102,@1471543621056974857,0,train,0,3.0462599,-3.2296739
3467,@1468812289725779971,1,train,1,-2.635544,2.8790205
2744,@1442335927876169729,0,train,0,3.0256927,-3.217532
3150,@1476377112026046466,0,train,0,2.964266,-3.1468687
1306,@1422229723770331139,0,train,0,3.0411837,-3.2401268
2519,@1486255686409678852,0,train,0,3.0782597,-3.2446983
961,@1410459477724340225,1,train,1,-2.7478821,3.0146961
1369,@1449141519160578049,0,train,0,3.0459507,-3.1944356
825,@1483495184604270608,0,train,0,3.0122776,-3.1868875
707,@1422612988519923712,1,train,1,-2.820824,3.0865266
2823,@1440666147347566602,0,train,0,3.0731874,-3.2657502
357,@1479007802488016899,1,train,1,-2.6797082,2.9261112
1553,@1494015171261513731,0,train,0,3.066948,-3.2497728
2411,@1423584636031098880,0,train,0,3.0307724,-3.2092438
1008,@1460398468866977798,1,train,1,-2.8205001,3.0476887
1035,@1427935120389025798,0,train,0,3.0501518,-3.2193549
2595,@1450656012436967427,1,train,1,-2.7692924,2.9879463
2191,@1439818546280734727,0,train,0,3.069935,-3.2319772
1799,@1481893639370465281,0,train,0,3.0635326,-3.2119162
1249,@1431185482721923074,1,train,1,-2.8369517,3.0651224
1224,@1486656406434590722,0,train,0,3.0621288,-3.2389262
285,@1425240989640413185,0,train,0,3.0416615,-3.2419176
502,@1468917755986513923,0,train,0,3.0543463,-3.2212613
1116,@1444759373289455616,1,train,1,-2.7992063,3.0501096
3078,@1462251035959828488,0,train,0,3.090514,-3.290259
2643,@1491519142788276228,0,train,0,3.0530646,-3.242515
1295,@1436308480550449153,1,train,1,-2.824157,3.0918505
243,@1449159900194643969,1,train,1,-2.7984626,3.0483704
705,@1443073895750242311,0,train,0,3.0485122,-3.2288175
2579,@1481078883696971776,1,train,1,-2.7904952,3.033809
2921,@1477465238425546755,0,train,0,2.9949074,-3.1815917
1755,@1417488498295201801,0,train,1,-2.6666043,2.9276445
1894,@1438153505475338243,0,train,0,3.0790904,-3.2375195
1087,@1440774813493055495,1,train,1,-2.712933,2.9577856
437,@1473982345896239106,1,train,1,-2.7717354,2.987408
2779,@1476844616423034888,0,train,0,3.0750172,-3.2879279
361,@1437876297942945793,1,train,1,-2.8127532,3.0622852
3304,@1436260383682179093,1,train,1,-2.8196385,3.079642
46,@1421628321511755785,0,train,0,3.0501158,-3.233075
2471,@1452914784823873537,0,train,0,3.0775652,-3.256329
1396,@1420041008801255428,0,train,0,2.9494689,-3.0890214
3345,@1440752218316017664,1,train,1,-2.8150656,3.0621045
2199,@1462799280994144259,0,train,0,3.0584092,-3.2529683
2220,@1446177499805888512,0,train,0,2.8663514,-3.0246942
604,@1416655636008427526,0,train,0,3.0016239,-3.1462982
2618,@1474239926233231360,0,train,0,3.0401523,-3.1817312
1808,@1445914147619622913,0,train,0,3.06481,-3.2148552
500,@1420407675502964740,0,train,0,3.0074918,-3.232418
2205,@1420041148924669957,0,train,0,3.010175,-3.2075984
1080,@1433032638638473220,1,train,1,-2.2868333,2.5327466
3015,@1445750813800820743,0,train,0,3.0791523,-3.2762172
2578,@1431708327558402054,0,train,0,2.8014004,-2.9110353
3141,@1457133865277878275,1,train,1,-2.8139312,3.0605383
110,@1478371431645917197,0,train,0,3.0624404,-3.255368
3347,@1437979113390751744,0,train,0,3.0667841,-3.2509656
1916,@1458568221783625734,1,train,1,-2.8055217,3.0709336
1757,@1413093840177803266,0,train,0,3.091776,-3.2698941
1838,@1472696127321427975,0,train,0,3.0724926,-3.2603033
2824,@1423661891696701442,1,train,1,-2.7449107,2.9726431
1457,@1429806765609299970,0,train,0,3.0581276,-3.2624977
1698,@1430501282725302282,0,train,0,3.0600522,-3.2188725
176,@1450348169750065156,0,train,0,3.058549,-3.2490628
163,@1448446786771644419,0,train,0,3.0826247,-3.2826004
665,@1424584049104932864,0,train,0,3.0218647,-3.2186625
87,@1420477254241591306,0,train,0,3.0760696,-3.243374
1061,@1455164503159541764,1,train,1,-2.8206136,3.072234
1649,@1458289657192480770,0,train,0,3.0841014,-3.2762516
2102,@1448395379548950530,0,train,0,3.0303319,-3.20867
1615,@1462241287437008902,0,train,0,3.0461032,-3.2596033
920,@1429185322617905152,0,train,0,2.958467,-3.1616018
1064,@1423251437002231817,0,train,0,3.0649507,-3.2546537
1031,@1447081678514622465,0,train,0,3.0693083,-3.2838175
1141,@1427796478169341956,0,train,0,3.0967052,-3.2824523
2012,@1483924100171317248,0,train,0,2.550152,-2.6436238
697,@1490378334903017476,0,train,0,3.0756395,-3.2628536
256,@1411048226879324163,0,train,0,3.034089,-3.2429197
1387,@1477963492368039937,0,train,0,3.0482426,-3.2163637
3365,@1480657207918268418,0,train,0,3.0697107,-3.2209618
2130,@1480186934878253057,1,train,1,-2.7834165,3.0416408
2718,@1428383288595451910,0,train,0,3.0092714,-3.195214
3202,@1447213952056840192,1,train,1,-2.8126495,3.0591137
1499,@1470756200698503174,0,train,0,2.9875772,-3.1246526
1519,@1468373783774117892,0,train,0,3.0770247,-3.2554433
444,@1422858399222542341,0,train,0,3.0383637,-3.205076
2138,@1467719415244500993,0,train,0,3.0776093,-3.271479
667,@1489031629515288580,0,train,0,3.0496843,-3.2225332
474,@1475777836669669382,1,train,1,-2.6999004,2.9349284
2809,@1470109920896983049,1,train,1,-2.7963855,3.0221894
2642,@1491195042731823105,1,train,1,-2.8016565,3.0364354
1106,@1424523019981148164,1,train,1,-2.7952461,3.045122
19,@1444878837804904449,1,train,1,-2.781372,3.001204
3235,@1445495021990383620,0,train,0,3.017748,-3.2070613
1076,@1446371875274305547,1,train,1,-2.5644948,2.8227465
2707,@1440441031703498759,0,train,0,3.0124261,-3.225731
2197,@1429525659823521793,0,train,0,3.0730503,-3.2508519
435,@1412427036459667457,0,train,0,3.0601888,-3.2615798
1315,@1487304789230821377,1,train,1,-2.7979891,3.0569904
948,@1458673840083460100,0,train,0,2.9270196,-3.0783763
918,@1410925272401166338,0,train,0,3.0282738,-3.2345505
2627,@1466014327316561935,0,train,0,3.0807374,-3.272312
3362,@1484949038365646857,0,train,0,3.0713768,-3.2920735
704,@1486081440882335747,0,train,0,3.0829484,-3.291856
2841,@1468485239722889219,0,train,0,3.081988,-3.2524703
2845,@1468012755148066820,1,train,1,-2.7987542,3.0554583
265,@1426218800215638021,1,train,1,-2.8100314,3.0571463
3387,@1451037423643906050,0,train,0,3.06149,-3.2332835
2400,@1417443495850258432,0,train,0,3.0477045,-3.2197437
2350,@1417410792018759681,1,train,1,-2.80782,3.066691
569,@1427993713565917194,0,train,0,3.0834672,-3.2810628
2229,@1417140471676211205,0,train,0,2.9234421,-3.109655
196,@1481548273399783428,1,train,1,-2.753295,3.0156226
2002,@1457672837670518786,0,train,0,3.059086,-3.250899
2161,@1433370947831140354,1,train,1,-2.8494687,3.0907166
3072,@1463350690600808448,0,train,0,3.067279,-3.2691424
746,@1443080187109724161,0,train,0,3.0505254,-3.2314737
853,@1441060903508746242,0,train,0,2.9851654,-3.1480277
2014,@1445234322966032389,0,train,0,3.072231,-3.2755039
1681,@1473560702958768133,0,train,0,3.0604262,-3.2236035
3162,@1454041646467739648,0,train,0,3.0846512,-3.2873704
2961,@1424365940846772225,1,train,1,-2.8123314,3.0610335
104,@1480574549376712704,1,train,1,-2.7887318,3.0349576
3392,@1490997937421357056,0,train,0,2.9930956,-3.1320827
37,@1428465063736889352,0,train,0,3.091234,-3.2888014
1210,@1466074988637827076,0,train,0,3.0863173,-3.267251
1608,@1474191029280641027,0,train,0,3.0857008,-3.2751362
2444,@1443717936850485259,0,train,0,3.0334747,-3.212065
1932,@1446058673822916617,0,train,0,3.060652,-3.2390006
244,@1444135781950394373,0,train,0,3.052327,-3.199328
2717,@1462479472070909955,0,train,0,3.0224423,-3.1968973
1342,@1447434503375392772,0,train,0,3.087961,-3.2913184
117,@1433652071031468033,0,train,0,2.9536815,-3.1021924
476,@1429253197210607623,1,train,1,-2.7673318,2.9706
1844,@1479075236859596803,1,train,1,-2.7514255,2.9855542
1865,@1480769749403504645,0,train,0,3.064645,-3.2258654
922,@1473266106777227269,0,train,0,2.9131744,-3.025588
1273,@1423206166188810247,0,train,0,2.9936028,-3.1546361
2245,@1433929351100313605,0,train,0,3.0497208,-3.2067158
2203,@1423044187096764423,0,train,0,3.0742862,-3.249725
984,@1420593286717259778,0,train,0,2.9123447,-3.0391982
2032,@1448606956885667844,0,train,0,3.0373032,-3.2016642
382,@1444677855028424713,1,train,1,-2.8199682,3.0714686
641,@1460619924720791552,1,train,1,-2.8034542,3.0472739
2558,@1427047364053716994,0,train,0,2.975206,-3.1285486
626,@1446159631223558152,0,train,0,3.0814207,-3.2916396
1079,@1437819359368450055,0,train,0,2.589574,-2.5989664
2322,@1422636152008364033,0,train,0,3.095309,-3.2577124
409,@1412048629301321733,0,train,0,3.0578656,-3.2120233
496,@1416351658100072450,0,train,0,3.0344422,-3.2285724
763,@1438511696952258576,0,train,0,3.0744426,-3.2553275
3110,@1466870302160338949,0,train,0,3.0564249,-3.236822
1822,@1430107574653890590,0,train,0,3.023122,-3.1924722
3351,@1455928473529294855,0,train,0,3.070677,-3.2779758
2429,@1458112937844002820,0,train,0,3.087155,-3.259763
3463,@1444196503006945281,0,train,0,2.9724927,-3.1133924
1676,@1442016580548841473,0,train,0,3.0761151,-3.2550142
505,@1477255737663311873,0,train,0,3.0607946,-3.2369852
1412,@1438423098827542535,0,train,0,3.0376666,-3.214792
2607,@1465912438285496320,0,train,0,3.0498118,-3.2081327
710,@1465680261706764288,0,train,0,3.049445,-3.2481277
1156,@1427712577623269377,0,train,0,3.0752366,-3.2682207
195,@1424557486678319105,0,train,0,3.0420108,-3.2419956
2828,@1433078630394089474,0,train,0,2.8247917,-3.0152507
644,@1460251595627646976,0,train,0,3.0742753,-3.2213905
2817,@1421026601861455879,0,train,0,3.08123,-3.277706
1323,@1434357243173081088,0,train,0,3.049938,-3.2551255
3479,@1449818045682225153,1,train,1,-2.8153722,3.0716195
891,@1495756129200390144,0,train,0,3.0798123,-3.2915242
1,@1448753778371534849,1,train,1,-2.826701,3.0744958
1308,@1422243789482205184,0,train,0,3.07707,-3.2886693
2099,@1436749904551063558,0,train,0,3.0826156,-3.2536154
3313,@1421853043209945088,0,train,0,3.0850031,-3.2590811
2634,@1413006860152672261,0,train,0,3.0053885,-3.1858003
1350,@1417972272690835460,1,train,1,-2.7577507,3.0029154
3266,@1415455695604957189,0,train,0,2.9870849,-3.1810033
1752,@1426730212595732486,0,train,0,3.0714884,-3.2515154
405,@1419207809380491268,0,train,0,3.0843713,-3.2669733
1787,@1452775665661513730,1,train,1,-2.806371,3.0691676
1744,@1465488322336202753,0,train,0,3.0761344,-3.265464
71,@1489415864982118404,1,train,1,-2.780664,3.0279968
2323,@1443719372296577026,1,train,1,-2.6298509,2.9273498
2847,@1458268016110706693,1,train,1,-2.81415,3.0468998
3271,@1420082605714706432,0,train,0,2.8931096,-3.0221245
2214,@1429524305671606274,0,train,0,3.0793211,-3.2602735
777,@1449754059573968899,1,train,0,1.3738824,-1.3704705
536,@1450907476631560194,1,train,1,-2.7764163,3.025356
1356,@1444334842225770501,0,train,0,3.0819538,-3.2837822
2004,@1486958513805045760,0,train,0,3.0470684,-3.2108734
471,@1439564204239958016,1,train,1,-2.76769,3.0278575
3464,@1421287698577477632,0,train,0,3.0149477,-3.168139
3099,@1459590547828527106,0,train,0,3.0330162,-3.204384
2072,@1453711453471584260,0,train,0,3.0613058,-3.2300131
251,@1419319694088097799,0,train,0,3.0776145,-3.2482097
3359,@1418531851040280583,0,train,0,3.0684483,-3.2443035
2132,@1443435408306499584,0,train,0,3.0363286,-3.1994472
2290,@1464351139600605187,0,train,0,3.0882373,-3.267081
577,@1418981617842868224,0,train,0,3.0557716,-3.2476516
1095,@1412793847688597510,0,train,0,3.0749848,-3.2627294
3053,@1471850403620798466,1,train,1,-2.8153663,3.069476
3322,@1482447841821872132,1,train,1,-2.6314394,2.8704262
884,@1444846485804404740,0,train,0,3.0516474,-3.235202
1481,@1428548100499542023,0,train,0,3.0793166,-3.2511475
1734,@1425304236003188743,0,train,0,2.8780897,-3.0106313
2741,@1420881889947172865,0,train,0,2.6395867,-2.8281956
847,@1473314904966844418,0,train,0,3.0558004,-3.237481
1464,@1427781676189372421,0,train,0,3.0639498,-3.23011
2369,@1439642980529410049,0,train,0,3.055995,-3.222459
2610,@1471499001346215941,0,train,0,3.0452166,-3.1967723
350,@1432606714105188352,0,train,0,3.0164769,-3.1968532
48,@1459310662530879491,1,train,0,2.964684,-3.1017213
1015,@1424584761377529857,0,train,0,3.0910904,-3.2846324
3160,@1482189238548504579,1,train,1,-2.815772,3.0618532
1742,@1456867726945882115,0,train,0,3.0655818,-3.269783
3154,@1422455085922013185,0,train,0,3.0551157,-3.2478774
1560,@1432741561218093058,0,train,0,3.0742457,-3.2549515
119,@1423121346905743360,0,train,0,3.0106733,-3.1638327
3028,@1481402926685990913,0,train,0,2.9927015,-3.1601431
520,@1456381926822985731,0,train,0,3.050394,-3.2317898
272,@1431308104843603969,0,train,0,3.0713716,-3.245199
2277,@1434629312641175555,0,train,0,3.022887,-3.240318
2158,@1417099443137036291,0,train,0,3.07132,-3.2478359
1848,@1461765430339588099,0,train,0,3.058326,-3.2283065
1716,@1426310149342367747,0,train,0,2.971707,-3.1670182
55,@1490872301255946240,1,train,1,-2.8055127,3.053321
1564,@1427396658522820618,0,train,0,3.048344,-3.22705
1170,@1475443406746836993,0,train,0,3.0415065,-3.267562
699,@1471497866828939279,0,train,0,3.0540025,-3.2590902
841,@1435739815417372676,0,train,0,3.065787,-3.2647326
3185,@1469702197961232384,0,train,0,2.9959896,-3.1860414
1624,@1440843100180549632,1,train,1,-2.8263044,3.0842412
423,@1491124901876572165,0,train,0,3.0639923,-3.2257156
1731,@1426227142879182848,1,train,1,-2.8316407,3.061084
1082,@1466879013893378052,0,train,0,3.0724542,-3.2557213
1065,@1436053480318308356,0,train,0,3.0897498,-3.2868285
2736,@1426222901934624768,0,train,0,3.036925,-3.217172
415,@1423706555107602434,1,train,1,-2.8121526,3.0498092
3228,@1420632068833357825,0,train,0,2.9993024,-3.1701124
1541,@1475147981531738115,1,train,1,-2.2422616,2.5781946
493,@1493940536604037120,0,train,0,3.0727668,-3.2543733
1846,@1428713277014646790,0,train,0,3.0789688,-3.277222
1577,@1426593062776578050,0,train,0,3.0489917,-3.2621715
995,@1470864240827326467,0,train,0,3.079099,-3.2872477
1408,@1467868608000888836,1,train,1,-2.792309,3.047795
3010,@1421494469367586819,0,train,0,2.8344977,-2.919428
3234,@1443546479205883906,0,train,0,3.0528557,-3.245688
1703,@1422274344391163905,0,train,0,3.064234,-3.2273962
702,@1474030198932873226,0,train,0,3.0049386,-3.1658106
2236,@1471188563500830726,1,train,1,-2.8314075,3.0451777
1282,@1418942311094968321,1,train,1,-2.7488732,3.0116487
1470,@1420376182999031813,0,train,0,2.9875991,-3.1159165
971,@1429648972168192001,1,train,1,-2.8140326,3.0661457
1051,@1438820090326179851,1,train,1,-2.8434982,3.0854633
448,@1474511523179491332,0,train,0,3.059715,-3.244719
860,@1424934359623249939,0,train,0,3.038052,-3.2237575
3331,@1428547896010477568,1,train,1,-2.824672,3.0706756
1815,@1441253481029926914,0,train,0,3.074022,-3.2084131
253,@1463550994625662981,0,train,0,3.0706344,-3.267217
481,@1425116586646536205,0,train,0,3.0338123,-3.2296093
1168,@1468712648074313735,0,train,0,3.0606017,-3.2500718
3058,@1415153286022275078,0,train,0,3.0750513,-3.2650878
1568,@1489959710329507840,0,train,0,2.8546472,-3.0412874
2255,@1418824160780984325,0,train,0,3.044257,-3.2392232
878,@1440763998190768128,0,train,0,3.0504577,-3.2429426
2721,@1428125125732339715,1,train,1,-2.7888856,2.9982817
2526,@1420829534807478274,0,train,0,3.029544,-3.1795557
477,@1442822326639374343,0,train,0,3.082856,-3.2720728
840,@1491397439022309381,1,train,1,-2.7782085,2.9766395
288,@1438676916555354112,1,train,1,-2.8119514,3.058584
888,@1420633786853830656,0,train,0,3.0657074,-3.253005
2716,@1481473843193647104,0,train,0,3.002394,-3.170852
1915,@1437891484926169089,1,train,1,-2.8326142,3.0781438
1807,@1488529023030415365,0,train,0,3.0337448,-3.2545822
